date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-11-18,BKK,departure,20:15,BKK Bangkok,9C8755,9C,4h 45m,20:15 | Spring Airlines | BKK Bangkok | 9C8755 | 4h 45m | DETAILS,2026-02-02T16:23:09.140009
2026-11-18,BKK,departure,22:30,BKK Bangkok,PG264,PG,1h 30m,22:30 | Bangkok Airways | BKK Bangkok | PG264 | 1h 30m | DETAILS,2026-02-02T16:23:09.236961
2026-11-18,BKK,departure,20:00,BKK Bangkok,MU2071,MU,5h 5m,20:00 | China Eastern | BKK Bangkok | MU2071 | 5h 5m | DETAILS,2026-02-02T16:23:09.346911
2026-11-18,BKK,departure,21:50,BKK Bangkok,3U3937,3U,3h 20m,21:50 | Sichuan Airlines | BKK Bangkok | 3U3937 | 3h 20m | DETAILS,2026-02-02T16:23:09.464250
2026-11-18,BKK,departure,19:50,BKK Bangkok,TW101,TW,6h 20m,19:50 | T´Way Air | BKK Bangkok | TW101 | 6h 20m | DETAILS,2026-02-02T16:23:09.562036
2026-11-18,BKK,departure,20:00,BKK Bangkok,CA979,CA,5h 10m,20:00 | Air China | BKK Bangkok | CA979 | 5h 10m | DETAILS,2026-02-02T16:23:09.663038
2026-11-18,BKK,departure,22:50,BKK Bangkok,FD4103,FD,1h 20m,22:50 | Thai AirAsia | BKK Bangkok | FD4103 | 1h 20m | DETAILS,2026-02-02T16:23:09.766182
2026-11-18,BKK,departure,19:55,BKK Bangkok,6E1057,6E,2h 50m,19:55 | IndiGo | BKK Bangkok | 6E1057 | 2h 50m | DETAILS,2026-02-02T16:23:09.864064
2026-11-18,BKK,departure,22:10,BKK Bangkok,CX617,CX,3h 5m,22:10 | Cathay Pacific | BKK Bangkok | CX617 | 3h 5m | DETAILS,2026-02-02T16:23:09.968857
2026-11-18,BKK,departure,18:55,BKK Bangkok,NH805,NH,7h 25m,18:55 | ANA | BKK Bangkok | NH805 | 7h 25m | DETAILS,2026-02-02T16:23:10.072023
2026-11-18,BKK,departure,22:05,BKK Bangkok,HX779,HX,3h 20m,22:05 | Hong Kong Airlines | BKK Bangkok | HX779 | 3h 20m | DETAILS,2026-02-02T16:23:10.173996
2026-11-18,BKK,departure,20:50,BKK Bangkok,ET629,ET,3h 45m,20:50 | Ethiopian | BKK Bangkok | ET629 | 3h 45m | DETAILS,2026-02-02T16:23:10.273963
2026-11-18,BKK,departure,20:35,BKK Bangkok,KE659,KE,6h 10m,20:35 | Korean Air | BKK Bangkok | KE659 | 6h 10m | DETAILS,2026-02-02T16:23:10.385012
2026-11-18,BKK,departure,22:15,BKK Bangkok,MF843,MF,3h 30m,22:15 | XiamenAir | BKK Bangkok | MF843 | 3h 30m | DETAILS,2026-02-02T16:23:10.486600
2026-11-18,BKK,departure,21:00,BKK Bangkok,HO1357,HO,4h 50m,21:00 | Juneyao Airlines | BKK Bangkok | HO1357 | 4h 50m | DETAILS,2026-02-02T16:23:10.586764
2026-11-18,BKK,departure,21:05,BKK Bangkok,FM849,FM,4h 50m,21:05 | Shanghai Airlines | BKK Bangkok | FM849 | 4h 50m | DETAILS,2026-02-02T16:23:10.685637
2026-11-18,BKK,departure,20:50,BKK Bangkok,KE655,KE,6h 5m,20:50 | Korean Air | BKK Bangkok | KE655 | 6h 5m | DETAILS,2026-02-02T16:23:10.782155
2026-11-18,BKK,departure,23:00,BKK Bangkok,CZ3035,CZ,3h 5m,23:00 | China Southern | BKK Bangkok | CZ3035 | 3h 5m | DETAILS,2026-02-02T16:23:10.882154
2026-11-18,BKK,departure,23:30,BKK Bangkok,EK371,EK,1h 40m,23:30 | Emirates | BKK Bangkok | EK371 | 1h 40m | DETAILS,2026-02-02T16:23:10.979117
2026-11-18,BKK,departure,23:35,BKK Bangkok,MU893,MU,2h 40m,23:35 | China Eastern | BKK Bangkok | MU893 | 2h 40m | DETAILS,2026-02-02T16:23:11.079172
2026-11-18,BKK,departure,23:30,BKK Bangkok,8M390,8M,1h 20m,23:30 | MAI | BKK Bangkok | 8M390 | 1h 20m | DETAILS,2026-02-02T16:23:11.178744
2026-11-18,BKK,departure,22:10,BKK Bangkok,9C6251,9C,4h 10m,22:10 | Spring Airlines | BKK Bangkok | 9C6251 | 4h 10m | DETAILS,2026-02-02T16:23:11.281024
2026-11-18,BKK,departure,21:45,BKK Bangkok,MU2803,MU,4h 35m,21:45 | China Eastern | BKK Bangkok | MU2803 | 4h 35m | DETAILS,2026-02-02T16:23:11.432701
2026-11-18,BKK,departure,21:55,BKK Bangkok,CA805,CA,4h 35m,21:55 | Air China | BKK Bangkok | CA805 | 4h 35m | DETAILS,2026-02-02T16:23:11.631058
2026-11-18,BKK,departure,21:25,BKK Bangkok,TW105,TW,6h 5m,21:25 | T´Way Air | BKK Bangkok | TW105 | 6h 5m | DETAILS,2026-02-02T16:23:11.782689
2026-11-18,BKK,departure,22:30,BKK Bangkok,CI837,CI,4h 5m,22:30 | China Airlines | BKK Bangkok | CI837 | 4h 5m | DETAILS,2026-02-02T16:23:11.939405
2026-11-18,BKK,departure,23:35,BKK Bangkok,CZ8157,CZ,3h 5m,23:35 | China Southern | BKK Bangkok | CZ8157 | 3h 5m | DETAILS,2026-02-02T16:23:12.096348
2026-11-18,BKK,departure,22:25,BKK Bangkok,CZ3079,CZ,4h 25m,22:25 | China Southern | BKK Bangkok | CZ3079 | 4h 25m | DETAILS,2026-02-02T16:23:12.250756
2026-11-18,BKK,departure,23:00,BKK Bangkok,CZ3029,CZ,3h 50m,23:00 | China Southern | BKK Bangkok | CZ3029 | 3h 50m | DETAILS,2026-02-02T16:23:12.405006
2026-11-18,BKK,departure,23:45,BKK Bangkok,HX759,HX,3h 5m,23:45 | Hong Kong Airlines | BKK Bangkok | HX759 | 3h 5m | DETAILS,2026-02-02T16:23:12.555452
2026-11-18,BKK,departure,22:20,BKK Bangkok,FM841,FM,4h 35m,22:20 | Shanghai Airlines | BKK Bangkok | FM841 | 4h 35m | DETAILS,2026-02-02T16:23:12.707406
2026-11-18,BKK,departure,21:55,BKK Bangkok,SC8075,SC,5h 0m,21:55 | Shandong Airlines | BKK Bangkok | SC8075 | 5h 0m | DETAILS,2026-02-02T16:23:12.859714
2026-11-18,BKK,departure,00:05,BKK Bangkok,MU2077,MU,3h 0m,00:05 | China Eastern | BKK Bangkok | MU2077 | 3h 0m | DETAILS,2026-02-02T16:23:13.008166
2026-11-18,BKK,departure,00:20,BKK Bangkok,ZH305,ZH,2h 55m,00:20 | Shenzhen Airlines | BKK Bangkok | ZH305 | 2h 55m | DETAILS,2026-02-02T16:23:13.160737
2026-11-18,BKK,departure,23:00,BKK Bangkok,VZ3537,VZ,4h 30m,23:00 | Vietjet Thailand | BKK Bangkok | VZ3537 | 4h 30m | DETAILS,2026-02-02T16:23:13.316419
2026-11-18,BKK,departure,21:10,BKK Bangkok,S76305,S7,6h 20m,21:10 | S7 Airlines | BKK Bangkok | S76305 | 6h 20m | DETAILS,2026-02-02T16:23:13.469438
2026-11-18,BKK,departure,23:45,BKK Bangkok,5J931,5J,3h 50m,23:45 | Cebu Pacific | BKK Bangkok | 5J931 | 3h 50m | DETAILS,2026-02-02T16:23:13.622034
2026-11-18,BKK,departure,00:15,BKK Bangkok,FM847,FM,4h 50m,00:15 | Shanghai Airlines | BKK Bangkok | FM847 | 4h 50m | DETAILS,2026-02-02T16:23:16.409919
2026-11-18,BKK,departure,15:30,BKK Bangkok,TK58,TK,8h 50m,15:30 | Turkish Airlines | BKK Bangkok | TK58 | 8h 50m | DETAILS,2026-02-02T16:23:16.516036
2026-11-18,BKK,departure,01:10,BKK Bangkok,MU7389,MU,4h 35m,01:10 | China Eastern | BKK Bangkok | MU7389 | 4h 35m | DETAILS,2026-02-02T16:23:16.612625
2026-11-18,BKK,departure,23:10,BKK Bangkok,6E1095,6E,4h 15m,23:10 | IndiGo | BKK Bangkok | 6E1095 | 4h 15m | DETAILS,2026-02-02T16:23:16.717944
2026-11-18,BKK,departure,00:50,BKK Bangkok,VZ771,VZ,2h 35m,00:50 | Vietjet Thailand | BKK Bangkok | VZ771 | 2h 35m | DETAILS,2026-02-02T16:23:16.814634
2026-11-18,BKK,departure,00:45,BKK Bangkok,JL727,JL,6h 15m,00:45 | JAL | BKK Bangkok | JL727 | 6h 15m | DETAILS,2026-02-02T16:23:16.915300
2026-11-18,BKK,departure,00:10,BKK Bangkok,JL33,JL,6h 55m,00:10 | JAL | BKK Bangkok | JL33 | 6h 55m | DETAILS,2026-02-02T16:23:17.014475
2026-11-18,BKK,departure,23:20,BKK Bangkok,TG318,TG,4h 15m,23:20 | Thai Airways | BKK Bangkok | TG318 | 4h 15m | DETAILS,2026-02-02T16:23:17.110682
2026-11-18,BKK,departure,00:25,BKK Bangkok,TG310,TG,3h 30m,00:25 | Thai Airways | BKK Bangkok | TG310 | 3h 30m | DETAILS,2026-02-02T16:23:17.210611
2026-11-18,BKK,departure,00:05,BKK Bangkok,NH849,NH,7h 5m,00:05 | ANA | BKK Bangkok | NH849 | 7h 5m | DETAILS,2026-02-02T16:23:17.305967
2026-11-18,BKK,departure,16:30,BKK Bangkok,TG901,TG,8h 50m,16:30 | Thai Airways | BKK Bangkok | TG901 | 8h 50m | DETAILS,2026-02-02T16:23:17.405181
2026-11-18,BKK,departure,00:20,BKK Bangkok,TG661,TG,7h 5m,00:20 | Thai Airways | BKK Bangkok | TG661 | 7h 5m | DETAILS,2026-02-02T16:23:17.500749
2026-11-18,BKK,departure,01:15,BKK Bangkok,VZ3719,VZ,5h 15m,01:15 | Vietjet Thailand | BKK Bangkok | VZ3719 | 5h 15m | DETAILS,2026-02-02T16:23:17.598042
2026-11-18,BKK,departure,02:00,BKK Bangkok,TG340,TG,2h 30m,02:00 | Thai Airways | BKK Bangkok | TG340 | 2h 30m | DETAILS,2026-02-02T16:23:17.694596
2026-11-18,BKK,departure,00:30,BKK Bangkok,TG462,TG,9h 10m,00:30 | Thai Airways | BKK Bangkok | TG462 | 9h 10m | DETAILS,2026-02-02T16:23:17.789889
2026-11-18,BKK,departure,13:00,BKK Bangkok,TG961,TG,10h 45m,13:00 | Thai Airways | BKK Bangkok | TG961 | 10h 45m | DETAILS,2026-02-02T16:23:17.885798
2026-11-18,BKK,departure,01:55,BKK Bangkok,TG314,TG,2h 25m,01:55 | Thai Airways | BKK Bangkok | TG314 | 2h 25m | DETAILS,2026-02-02T16:23:17.984184
2026-11-18,BKK,departure,20:50,BKK Bangkok,EY408,EY,6h 5m,20:50 | Etihad | BKK Bangkok | EY408 | 6h 5m | DETAILS,2026-02-02T16:23:18.090737
2026-11-18,BKK,departure,13:05,BKK Bangkok,TG941,TG,10h 50m,13:05 | Thai Airways | BKK Bangkok | TG941 | 10h 50m | DETAILS,2026-02-02T16:23:18.191043
2026-11-18,BKK,departure,01:00,BKK Bangkok,TG338,TG,3h 25m,01:00 | Thai Airways | BKK Bangkok | TG338 | 3h 25m | DETAILS,2026-02-02T16:23:18.290597
2026-11-18,BKK,departure,12:30,BKK Bangkok,TG931,TG,11h 30m,12:30 | Thai Airways | BKK Bangkok | TG931 | 11h 30m | DETAILS,2026-02-02T16:23:18.396371
2026-11-18,BKK,departure,13:50,BKK Bangkok,AY141,AY,11h 15m,13:50 | Finnair | BKK Bangkok | AY141 | 11h 15m | DETAILS,2026-02-02T16:23:18.495080
2026-11-18,BKK,departure,00:20,BKK Bangkok,TG316,TG,4h 15m,00:20 | Thai Airways | BKK Bangkok | TG316 | 4h 15m | DETAILS,2026-02-02T16:23:18.597720
2026-11-18,BKK,departure,23:35,BKK Bangkok,TG342,TG,4h 35m,23:35 | Thai Airways | BKK Bangkok | TG342 | 4h 35m | DETAILS,2026-02-02T16:23:18.701861
2026-11-18,BKK,departure,13:35,BKK Bangkok,TG925,TG,10h 35m,13:35 | Thai Airways | BKK Bangkok | TG925 | 10h 35m | DETAILS,2026-02-02T16:23:18.799336
2026-11-18,BKK,departure,13:15,BKK Bangkok,TG971,TG,10h 55m,13:15 | Thai Airways | BKK Bangkok | TG971 | 10h 55m | DETAILS,2026-02-02T16:23:18.900599
2026-11-18,BKK,departure,13:10,BKK Bangkok,TG935,TG,11h 0m,13:10 | Thai Airways | BKK Bangkok | TG935 | 11h 0m | DETAILS,2026-02-02T16:23:19.000880
2026-11-18,BKK,departure,01:00,BKK Bangkok,TG308,TG,3h 40m,01:00 | Thai Airways | BKK Bangkok | TG308 | 3h 40m | DETAILS,2026-02-02T16:23:19.099253
2026-11-18,BKK,departure,23:45,BKK Bangkok,TG346,TG,4h 25m,23:45 | Thai Airways | BKK Bangkok | TG346 | 4h 25m | DETAILS,2026-02-02T16:23:19.202945
2026-11-18,BKK,departure,19:40,BKK Bangkok,QR830,QR,6h 35m,19:40 | Qatar Airways | BKK Bangkok | QR830 | 6h 35m | DETAILS,2026-02-02T16:23:19.305386
2026-11-18,BKK,departure,11:50,BKK Bangkok,TG911,TG,11h 25m,11:50 | Thai Airways | BKK Bangkok | TG911 | 11h 25m | DETAILS,2026-02-02T16:23:19.406079
2026-11-18,BKK,departure,13:20,BKK Bangkok,TG955,TG,11h 0m,13:20 | Thai Airways | BKK Bangkok | TG955 | 11h 0m | DETAILS,2026-02-02T16:23:19.507956
2026-11-18,BKK,departure,01:15,BKK Bangkok,UL402,UL,3h 35m,01:15 | SriLankan Airlines | BKK Bangkok | UL402 | 3h 35m | DETAILS,2026-02-02T16:23:19.614920
2026-11-18,BKK,departure,13:50,BKK Bangkok,TG951,TG,10h 30m,13:50 | Thai Airways | BKK Bangkok | TG951 | 10h 30m | DETAILS,2026-02-02T16:23:19.715074
2026-11-18,BKK,departure,01:10,BKK Bangkok,TG326,TG,3h 45m,01:10 | Thai Airways | BKK Bangkok | TG326 | 3h 45m | DETAILS,2026-02-02T16:23:19.816757
2026-11-18,BKK,departure,13:45,BKK Bangkok,TG921,TG,10h 40m,13:45 | Thai Airways | BKK Bangkok | TG921 | 10h 40m | DETAILS,2026-02-02T16:23:19.914138
2026-11-18,BKK,departure,01:30,BKK Bangkok,TG330,TG,3h 30m,01:30 | Thai Airways | BKK Bangkok | TG330 | 3h 30m | DETAILS,2026-02-02T16:23:20.017974
2026-11-18,BKK,departure,02:30,BKK Bangkok,VZ3525,VZ,5h 0m,02:30 | Vietjet Thailand | BKK Bangkok | VZ3525 | 5h 0m | DETAILS,2026-02-02T16:23:20.120950
2026-11-18,BKK,departure,01:25,BKK Bangkok,NH877,NH,7h 5m,01:25 | ANA | BKK Bangkok | NH877 | 7h 5m | DETAILS,2026-02-02T16:23:20.222828
2026-11-18,BKK,departure,00:55,BKK Bangkok,VZ761,VZ,4h 15m,00:55 | Vietjet Thailand | BKK Bangkok | VZ761 | 4h 15m | DETAILS,2026-02-02T16:23:20.318527
2026-11-18,BKK,departure,20:05,BKK Bangkok,QR838,QR,6h 35m,20:05 | Qatar Airways | BKK Bangkok | QR838 | 6h 35m | DETAILS,2026-02-02T16:23:20.423341
2026-11-18,BKK,departure,22:05,BKK Bangkok,WY817,WY,5h 40m,22:05 | Oman Air | BKK Bangkok | WY817 | 5h 40m | DETAILS,2026-02-02T16:23:20.523046
2026-11-18,BKK,departure,01:05,BKK Bangkok,TG344,TG,4h 15m,01:05 | Thai Airways | BKK Bangkok | TG344 | 4h 15m | DETAILS,2026-02-02T16:23:20.623621
2026-11-18,BKK,departure,21:55,BKK Bangkok,EY402,EY,6h 15m,21:55 | Etihad | BKK Bangkok | EY402 | 6h 15m | DETAILS,2026-02-02T16:23:20.736515
2026-11-18,BKK,departure,21:55,BKK Bangkok,G9821,G9,6h 15m,21:55 | Air Arabia | BKK Bangkok | G9821 | 6h 15m | DETAILS,2026-02-02T16:23:20.838396
2026-11-18,BKK,departure,14:20,BKK Bangkok,SK975,SK,11h 0m,14:20 | SAS | BKK Bangkok | SK975 | 11h 0m | DETAILS,2026-02-02T16:23:20.936965
2026-11-18,BKK,departure,14:10,BKK Bangkok,AF196,AF,11h 20m,14:10 | Air France | BKK Bangkok | AF196 | 11h 20m | DETAILS,2026-02-02T16:23:21.036992
2026-11-18,BKK,departure,22:35,BKK Bangkok,EK374,EK,6h 0m,22:35 | Emirates | BKK Bangkok | EK374 | 6h 0m | DETAILS,2026-02-02T16:23:21.136304
2026-11-18,BKK,departure,01:30,BKK Bangkok,SB500,SB,10h 10m,01:30 | Aircalin | BKK Bangkok | SB500 | 10h 10m | DETAILS,2026-02-02T16:23:21.236479
2026-11-18,BKK,departure,02:00,BKK Bangkok,AI2336,AI,4h 20m,02:00 | Air India | BKK Bangkok | AI2336 | 4h 20m | DETAILS,2026-02-02T16:23:21.342253
2026-11-18,BKK,departure,06:35,BKK Bangkok,VZ2105,VZ,1h 20m,06:35 | Vietjet Thailand | BKK Bangkok | VZ2105 | 1h 20m | DETAILS,2026-02-02T16:23:21.443334
2026-11-18,BKK,departure,15:10,BKK Bangkok,AZ758,AZ,11h 0m,15:10 | ITA Airways | BKK Bangkok | AZ758 | 11h 0m | DETAILS,2026-02-02T16:23:21.540933
2026-11-18,BKK,departure,06:40,BKK Bangkok,TR608,TR,2h 35m,06:40 | Scoot | BKK Bangkok | TR608 | 2h 35m | DETAILS,2026-02-02T16:23:21.644180
2026-11-18,BKK,departure,07:00,BKK Bangkok,PG102,PG,1h 15m,07:00 | Bangkok Airways | BKK Bangkok | PG102 | 1h 15m | DETAILS,2026-02-02T16:23:21.743364
2026-11-18,BKK,departure,06:15,BKK Bangkok,9C8893,9C,3h 5m,06:15 | Spring Airlines | BKK Bangkok | 9C8893 | 3h 5m | DETAILS,2026-02-02T16:23:21.841044
2026-11-18,BKK,departure,19:25,BKK Bangkok,SU270,SU,8h 55m,19:25 | Aeroflot | BKK Bangkok | SU270 | 8h 55m | DETAILS,2026-02-02T16:23:21.947491
2026-11-18,BKK,departure,07:00,BKK Bangkok,SQ706,SQ,2h 25m,07:00 | Singapore Airlines | BKK Bangkok | SQ706 | 2h 25m | DETAILS,2026-02-02T16:23:22.047077
2026-11-18,BKK,departure,02:40,BKK Bangkok,TG352,TG,4h 15m,02:40 | Thai Airways | BKK Bangkok | TG352 | 4h 15m | DETAILS,2026-02-02T16:23:22.202172
2026-11-18,BKK,departure,06:40,BKK Bangkok,UB19,UB,1h 25m,06:40 | Myanmar National Airlines | BKK Bangkok | UB19 | 1h 25m | DETAILS,2026-02-02T16:23:22.404078
2026-11-18,BKK,departure,19:45,BKK Bangkok,TK64,TK,8h 55m,19:45 | Turkish Airlines | BKK Bangkok | TK64 | 8h 55m | DETAILS,2026-02-02T16:23:22.562421
2026-11-18,BKK,departure,08:05,BKK Bangkok,TG426,TG,1h 45m,08:05 | Thai Airways | BKK Bangkok | TG426 | 1h 45m | DETAILS,2026-02-02T16:23:22.712965
2026-11-18,BKK,departure,07:15,BKK Bangkok,PG110,PG,1h 35m,07:15 | Bangkok Airways | BKK Bangkok | PG110 | 1h 35m | DETAILS,2026-02-02T16:23:22.865273
2026-11-18,BKK,departure,07:40,BKK Bangkok,QV441,QV,1h 15m,07:40 | Lao Airlines | BKK Bangkok | QV441 | 1h 15m | DETAILS,2026-02-02T16:23:23.016980
2026-11-18,BKK,departure,03:30,BKK Bangkok,TG332,TG,4h 0m,03:30 | Thai Airways | BKK Bangkok | TG332 | 4h 0m | DETAILS,2026-02-02T16:23:23.181812
2026-11-18,BKK,departure,03:45,BKK Bangkok,6E1055,6E,3h 55m,03:45 | IndiGo | BKK Bangkok | 6E1055 | 3h 55m | DETAILS,2026-02-02T16:23:23.328405
2026-11-18,BKK,departure,07:55,BKK Bangkok,PG104,PG,1h 15m,07:55 | Bangkok Airways | BKK Bangkok | PG104 | 1h 15m | DETAILS,2026-02-02T16:23:23.479764
2026-11-18,BKK,departure,07:25,BKK Bangkok,8M335,8M,1h 20m,07:25 | MAI | BKK Bangkok | 8M335 | 1h 20m | DETAILS,2026-02-02T16:23:23.633049
2026-11-18,BKK,departure,16:05,BKK Bangkok,AF198,AF,11h 10m,16:05 | Air France | BKK Bangkok | AF198 | 11h 10m | DETAILS,2026-02-02T16:23:23.805280
2026-11-18,BKK,departure,08:00,BKK Bangkok,VZ331,VZ,1h 15m,08:00 | Vietjet Thailand | BKK Bangkok | VZ331 | 1h 15m | DETAILS,2026-02-02T16:23:23.963441
2026-11-18,BKK,departure,22:45,BKK Bangkok,GF152,GF,6h 35m,22:45 | Gulf Air | BKK Bangkok | GF152 | 6h 35m | DETAILS,2026-02-02T16:23:24.150666
2026-11-18,BKK,departure,07:45,BKK Bangkok,PG270,PG,1h 35m,07:45 | Bangkok Airways | BKK Bangkok | PG270 | 1h 35m | DETAILS,2026-02-02T16:23:24.293069
2026-11-18,BKK,departure,08:25,BKK Bangkok,TG41,TG,1h 0m,08:25 | Thai Airways | BKK Bangkok | TG41 | 1h 0m | DETAILS,2026-02-02T16:23:24.437002
2026-11-18,BKK,departure,08:20,BKK Bangkok,K6722,K6,1h 10m,08:20 | Air Cambodia | BKK Bangkok | K6722 | 1h 10m | DETAILS,2026-02-02T16:23:24.581756
2026-11-18,BKK,departure,08:15,BKK Bangkok,TG402,TG,2h 20m,08:15 | Thai Airways | BKK Bangkok | TG402 | 2h 20m | DETAILS,2026-02-02T16:23:24.985118
2026-11-18,BKK,departure,07:40,BKK Bangkok,NX996,NX,2h 55m,07:40 | Air Macau | BKK Bangkok | NX996 | 2h 55m | DETAILS,2026-02-02T16:23:25.079075
2026-11-18,BKK,departure,08:30,BKK Bangkok,TG3,TG,1h 5m,08:30 | Thai Airways | BKK Bangkok | TG3 | 1h 5m | DETAILS,2026-02-02T16:23:25.174650
2026-11-18,BKK,departure,07:40,BKK Bangkok,QV633,QV,2h 0m,07:40 | Lao Airlines | BKK Bangkok | QV633 | 2h 0m | DETAILS,2026-02-02T16:23:25.284925
2026-11-18,BKK,departure,07:55,BKK Bangkok,TG603,TG,2h 45m,07:55 | Thai Airways | BKK Bangkok | TG603 | 2h 45m | DETAILS,2026-02-02T16:23:25.384428
2026-11-18,BKK,departure,08:40,BKK Bangkok,TG21,TG,1h 5m,08:40 | Thai Airways | BKK Bangkok | TG21 | 1h 5m | DETAILS,2026-02-02T16:23:25.483155
2026-11-18,BKK,departure,08:30,BKK Bangkok,PG106,PG,1h 15m,08:30 | Bangkok Airways | BKK Bangkok | PG106 | 1h 15m | DETAILS,2026-02-02T16:23:25.584187
2026-11-18,BKK,departure,08:40,BKK Bangkok,VZ211,VZ,1h 5m,08:40 | Vietjet Thailand | BKK Bangkok | VZ211 | 1h 5m | DETAILS,2026-02-02T16:23:25.683145
2026-11-18,BKK,departure,03:55,BKK Bangkok,6E1051,6E,4h 25m,03:55 | IndiGo | BKK Bangkok | 6E1051 | 4h 25m | DETAILS,2026-02-02T16:23:25.786795
2026-11-18,BKK,departure,17:55,BKK Bangkok,BR62,BR,9h 55m,17:55 | EVA Air | BKK Bangkok | BR62 | 9h 55m | DETAILS,2026-02-02T16:23:25.885927
2026-11-18,BKK,departure,07:00,BKK Bangkok,CI833,CI,3h 50m,07:00 | China Airlines | BKK Bangkok | CI833 | 3h 50m | DETAILS,2026-02-02T16:23:25.986144
2026-11-18,BKK,departure,08:40,BKK Bangkok,FD4351,FD,1h 10m,08:40 | Thai AirAsia | BKK Bangkok | FD4351 | 1h 10m | DETAILS,2026-02-02T16:23:26.085449
2026-11-18,BKK,departure,08:30,BKK Bangkok,GX8909,GX,2h 20m,08:30 | GX Airlines | BKK Bangkok | GX8909 | 2h 20m | DETAILS,2026-02-02T16:23:26.183726
2026-11-18,BKK,departure,08:30,BKK Bangkok,VZ131,VZ,1h 25m,08:30 | Vietjet Thailand | BKK Bangkok | VZ131 | 1h 25m | DETAILS,2026-02-02T16:23:26.290687
2026-11-18,BKK,departure,07:50,BKK Bangkok,UO704,UO,3h 5m,07:50 | HK Express | BKK Bangkok | UO704 | 3h 5m | DETAILS,2026-02-02T16:23:26.389234
2026-11-18,BKK,departure,08:35,BKK Bangkok,VZ101,VZ,1h 20m,08:35 | Vietjet Thailand | BKK Bangkok | VZ101 | 1h 20m | DETAILS,2026-02-02T16:23:26.490612
2026-11-18,BKK,departure,07:20,BKK Bangkok,5J929,5J,3h 40m,07:20 | Cebu Pacific | BKK Bangkok | 5J929 | 3h 40m | DETAILS,2026-02-02T16:23:26.595030
2026-11-18,BKK,departure,08:40,BKK Bangkok,FD4151,FD,1h 20m,08:40 | Thai AirAsia | BKK Bangkok | FD4151 | 1h 20m | DETAILS,2026-02-02T16:23:26.694026
2026-11-18,BKK,departure,08:35,BKK Bangkok,FD4403,FD,1h 25m,08:35 | Thai AirAsia | BKK Bangkok | FD4403 | 1h 25m | DETAILS,2026-02-02T16:23:26.792929
2026-11-18,BKK,departure,08:40,BKK Bangkok,HU7939,HU,2h 25m,08:40 | Hainan Airlines | BKK Bangkok | HU7939 | 2h 25m | DETAILS,2026-02-02T16:23:26.896175
2026-11-18,BKK,departure,17:00,BKK Bangkok,KL843,KL,11h 5m,17:00 | KLM | BKK Bangkok | KL843 | 11h 5m | DETAILS,2026-02-02T16:23:26.994298
2026-11-18,BKK,departure,08:05,BKK Bangkok,CZ357,CZ,3h 5m,08:05 | China Southern | BKK Bangkok | CZ357 | 3h 5m | DETAILS,2026-02-02T16:23:27.090712
2026-11-18,BKK,departure,08:50,BKK Bangkok,PG212,PG,1h 20m,08:50 | Bangkok Airways | BKK Bangkok | PG212 | 1h 20m | DETAILS,2026-02-02T16:23:27.189049
2026-11-18,BKK,departure,09:00,BKK Bangkok,MH784,MH,2h 15m,09:00 | Malaysia Airlines | BKK Bangkok | MH784 | 2h 15m | DETAILS,2026-02-02T16:23:27.293519
2026-11-18,BKK,departure,08:40,BKK Bangkok,VN601,VN,1h 35m,08:40 | Vietnam Airlines | BKK Bangkok | VN601 | 1h 35m | DETAILS,2026-02-02T16:23:27.389087
2026-11-18,BKK,departure,08:00,BKK Bangkok,8M337,8M,1h 50m,08:00 | MAI | BKK Bangkok | 8M337 | 1h 50m | DETAILS,2026-02-02T16:23:27.495526
2026-11-18,BKK,departure,08:45,BKK Bangkok,TG260,TG,1h 35m,08:45 | Thai Airways | BKK Bangkok | TG260 | 1h 35m | DETAILS,2026-02-02T16:23:27.595063
2026-11-18,BKK,departure,08:55,BKK Bangkok,VZ315,VZ,1h 30m,08:55 | Vietjet Thailand | BKK Bangkok | VZ315 | 1h 30m | DETAILS,2026-02-02T16:23:27.690688
2026-11-18,BKK,departure,09:00,BKK Bangkok,VZ341,VZ,1h 25m,09:00 | Vietjet Thailand | BKK Bangkok | VZ341 | 1h 25m | DETAILS,2026-02-02T16:23:27.784100
2026-11-18,BKK,departure,16:10,BKK Bangkok,Z0791,Z0,11h 15m,16:10 | Norse Atlantic UK | BKK Bangkok | Z0791 | 11h 15m | DETAILS,2026-02-02T16:23:27.888115
2026-11-18,BKK,departure,01:15,BKK Bangkok,G9823,G9,6h 15m,01:15 | Air Arabia | BKK Bangkok | G9823 | 6h 15m | DETAILS,2026-02-02T16:23:27.983450
2026-11-18,BKK,departure,09:15,BKK Bangkok,KR701,KR,1h 15m,09:15 | Cambodia Airways | BKK Bangkok | KR701 | 1h 15m | DETAILS,2026-02-02T16:23:28.080648
2026-11-18,BKK,departure,09:00,BKK Bangkok,PG108,PG,1h 30m,09:00 | Bangkok Airways | BKK Bangkok | PG108 | 1h 30m | DETAILS,2026-02-02T16:23:28.179378
2026-11-18,BKK,departure,23:55,BKK Bangkok,KU411,KU,6h 40m,23:55 | Kuwait Airways | BKK Bangkok | KU411 | 6h 40m | DETAILS,2026-02-02T16:23:28.278253
2026-11-18,BKK,departure,09:20,BKK Bangkok,PG122,PG,1h 15m,09:20 | Bangkok Airways | BKK Bangkok | PG122 | 1h 15m | DETAILS,2026-02-02T16:23:28.378224
