date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-04-17,BKK,departure,00:05,ARN Stockholm,TG960,TG,12h 20m,00:05 | Thai Airways | ARN Stockholm | TG960 | 12h 20m | DETAILS,2026-01-30T15:34:39.023845
2026-04-17,BKK,departure,02:25,ICN Seoul,VZ850,VZ,5h 35m,02:25 | Vietjet Thailand | ICN Seoul | VZ850 | 5h 35m | DETAILS,2026-01-30T15:34:42.987510
2026-04-17,BKK,departure,02:40,TPE Taipei,CI838,CI,3h 45m,02:40 | China Airlines | TPE Taipei | CI838 | 3h 45m | DETAILS,2026-01-30T15:34:43.053130
2026-04-17,BKK,departure,02:40,HKG Hong Kong,HX768,HX,3h 20m,02:40 | Hong Kong Airlines | HKG Hong Kong | HX768 | 3h 20m | DETAILS,2026-01-30T15:34:43.112264
2026-04-17,BKK,departure,02:50,TAO Qingdao,SC4080,SC,4h 35m,02:50 | Shandong Airlines | TAO Qingdao | SC4080 | 4h 35m | DETAILS,2026-01-30T15:34:43.175966
2026-04-17,BKK,departure,03:00,CAN Guangzhou,MU2078,MU,3h 50m,03:00 | China Eastern | CAN Guangzhou | MU2078 | 3h 50m | DETAILS,2026-01-30T15:34:43.250741
2026-04-17,BKK,departure,03:00,CAN Guangzhou,CZ3036,CZ,2h 55m,03:00 | China Southern | CAN Guangzhou | CZ3036 | 2h 55m | DETAILS,2026-01-30T15:34:43.318376
2026-04-17,BKK,departure,03:15,SZX Shenzhen,ZH306,ZH,2h 55m,03:15 | Shenzhen Airlines | SZX Shenzhen | ZH306 | 2h 55m | DETAILS,2026-01-30T15:34:43.378074
2026-04-17,BKK,departure,03:15,AUH Abu Dhabi,EY401,EY,6h 30m,03:15 | Etihad | AUH Abu Dhabi | EY401 | 6h 30m | DETAILS,2026-01-30T15:34:43.442034
2026-04-17,BKK,departure,03:15,DXB Dubai,EK371,EK,6h 35m,03:15 | Emirates | DXB Dubai | EK371 | 6h 35m | DETAILS,2026-01-30T15:34:43.508393
2026-04-17,BKK,departure,03:25,MNL Manila,5J932,5J,3h 45m,03:25 | Cebu Pacific | MNL Manila | 5J932 | 3h 45m | DETAILS,2026-01-30T15:34:43.568040
2026-04-17,BKK,departure,03:50,DEL Delhi,SG88,SG,4h 25m,03:50 | SpiceJet | DEL Delhi | SG88 | 4h 25m | DETAILS,2026-01-30T15:34:43.627772
2026-04-17,BKK,departure,05:05,PVG Shanghai,FM848,FM,4h 30m,05:05 | Shanghai Airlines | PVG Shanghai | FM848 | 4h 30m | DETAILS,2026-01-30T15:34:43.690834
2026-04-17,BKK,departure,05:30,CIT Shymkent,DV470,DV,7h 0m,05:30 | SCAT Airlines | CIT Shymkent | DV470 | 7h 0m | DETAILS,2026-01-30T15:34:43.755591
2026-04-17,BKK,departure,06:00,KUL Kuala Lumpur,MH797,MH,2h 10m,06:00 | Malaysia Airlines | KUL Kuala Lumpur | MH797 | 2h 10m | DETAILS,2026-01-30T15:34:43.818409
2026-04-17,BKK,departure,06:05,USM Koh Samui,PG101,PG,1h 5m,06:05 | Bangkok Airways | USM Koh Samui | PG101 | 1h 5m | DETAILS,2026-01-30T15:34:43.887504
2026-04-17,BKK,departure,06:10,CNX Chiang Mai,VZ100,VZ,1h 20m,06:10 | Vietjet Thailand | CNX Chiang Mai | VZ100 | 1h 20m | DETAILS,2026-01-30T15:34:43.948664
2026-04-17,BKK,departure,06:10,NST Nakhon Si Thammarat,VZ330,VZ,1h 20m,06:10 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ330 | 1h 20m | DETAILS,2026-01-30T15:34:44.010921
2026-04-17,BKK,departure,06:25,USM Koh Samui,PG103,PG,1h 5m,06:25 | Bangkok Airways | USM Koh Samui | PG103 | 1h 5m | DETAILS,2026-01-30T15:34:44.074772
2026-04-17,BKK,departure,06:30,CEI Chiang Rai,VZ130,VZ,1h 25m,06:30 | Vietjet Thailand | CEI Chiang Rai | VZ130 | 1h 25m | DETAILS,2026-01-30T15:34:44.140983
2026-04-17,BKK,departure,06:30,CCU Kolkata,B3701,B3,2h 45m,06:30 | Bhutan Airlines | CCU Kolkata | B3701 | 2h 45m | DETAILS,2026-01-30T15:34:44.202417
2026-04-17,BKK,departure,06:40,CEI Chiang Rai,FD4150,FD,1h 25m,06:40 | Thai AirAsia | CEI Chiang Rai | FD4150 | 1h 25m | DETAILS,2026-01-30T15:34:44.271250
2026-04-17,BKK,departure,06:40,USM Koh Samui,PG109,PG,1h 5m,06:40 | Bangkok Airways | USM Koh Samui | PG109 | 1h 5m | DETAILS,2026-01-30T15:34:44.340584
2026-04-17,BKK,departure,06:40,IST Istanbul,TK59,TK,10h 0m,06:40 | Turkish Airlines | IST Istanbul | TK59 | 10h 0m | DETAILS,2026-01-30T15:34:44.402320
2026-04-17,BKK,departure,06:45,TAS Tashkent,C6526,C6,6h 45m,06:45 | Centrum Air | TAS Tashkent | C6526 | 6h 45m | DETAILS,2026-01-30T15:34:44.472504
2026-04-17,BKK,departure,07:00,THS Sukhothai,PG211,PG,1h 20m,07:00 | Bangkok Airways | THS Sukhothai | PG211 | 1h 20m | DETAILS,2026-01-30T15:34:44.533938
2026-04-17,BKK,departure,07:00,HDY Hat Yai,TG259,TG,1h 25m,07:00 | Thai Airways | HDY Hat Yai | TG259 | 1h 25m | DETAILS,2026-01-30T15:34:44.595614
2026-04-17,BKK,departure,07:00,KKC Khon Kaen,TG40,TG,1h 0m,07:00 | Thai Airways | KKC Khon Kaen | TG40 | 1h 0m | DETAILS,2026-01-30T15:34:44.660763
2026-04-17,BKK,departure,07:00,UTH Udon Thani,TG2,TG,1h 10m,07:00 | Thai Airways | UTH Udon Thani | TG2 | 1h 10m | DETAILS,2026-01-30T15:34:44.732118
2026-04-17,BKK,departure,07:00,HKT Phuket,VZ314,VZ,1h 30m,07:00 | Vietjet Thailand | HKT Phuket | VZ314 | 1h 30m | DETAILS,2026-01-30T15:34:44.797592
2026-04-17,BKK,departure,07:00,KBV Krabi,VZ340,VZ,1h 25m,07:00 | Vietjet Thailand | KBV Krabi | VZ340 | 1h 25m | DETAILS,2026-01-30T15:34:44.860606
2026-04-17,BKK,departure,07:00,NRT Tokyo,NH806,NH,6h 20m,07:00 | ANA | NRT Tokyo | NH806 | 6h 20m | DETAILS,2026-01-30T15:34:44.921365
2026-04-17,BKK,departure,07:00,GAU Guwahati,KB141,KB,3h 0m,07:00 | Drukair | GAU Guwahati | KB141 | 3h 0m | DETAILS,2026-01-30T15:34:44.986333
2026-04-17,BKK,departure,07:05,KKC Khon Kaen,VZ210,VZ,1h 5m,07:05 | Vietjet Thailand | KKC Khon Kaen | VZ210 | 1h 5m | DETAILS,2026-01-30T15:34:45.050691
2026-04-17,BKK,departure,07:05,UBP Ubon Ratchathani,TG20,TG,1h 10m,07:05 | Thai Airways | UBP Ubon Ratchathani | TG20 | 1h 10m | DETAILS,2026-01-30T15:34:45.112372
2026-04-17,BKK,departure,07:05,YVR Vancouver,AC66,AC,13h 30m,07:05 | Air Canada | YVR Vancouver | AC66 | 13h 30m | DETAILS,2026-01-30T15:34:45.277612
2026-04-17,BKK,departure,07:05,HEL Helsinki,AY142,AY,12h 20m,07:05 | Finnair | HEL Helsinki | AY142 | 12h 20m | DETAILS,2026-01-30T15:34:45.379260
2026-04-17,BKK,departure,07:10,HDY Hat Yai,VZ320,VZ,1h 30m,07:10 | Vietjet Thailand | HDY Hat Yai | VZ320 | 1h 30m | DETAILS,2026-01-30T15:34:45.480551
2026-04-17,BKK,departure,07:10,USM Koh Samui,PG107,PG,1h 5m,07:10 | Bangkok Airways | USM Koh Samui | PG107 | 1h 5m | DETAILS,2026-01-30T15:34:45.579456
2026-04-17,BKK,departure,07:15,HDY Hat Yai,FD4202,FD,1h 35m,07:15 | Thai AirAsia | HDY Hat Yai | FD4202 | 1h 35m | DETAILS,2026-01-30T15:34:45.674594
2026-04-17,BKK,departure,07:15,UTH Udon Thani,FD4350,FD,1h 15m,07:15 | Thai AirAsia | UTH Udon Thani | FD4350 | 1h 15m | DETAILS,2026-01-30T15:34:45.765831
2026-04-17,BKK,departure,07:20,KBV Krabi,PG261,PG,1h 25m,07:20 | Bangkok Airways | KBV Krabi | PG261 | 1h 25m | DETAILS,2026-01-30T15:34:45.874047
2026-04-17,BKK,departure,07:25,CNX Chiang Mai,TG102,TG,1h 20m,07:25 | Thai Airways | CNX Chiang Mai | TG102 | 1h 20m | DETAILS,2026-01-30T15:34:45.981456
2026-04-17,BKK,departure,07:25,MNL Manila,TG620,TG,3h 20m,07:25 | Thai Airways | MNL Manila | TG620 | 3h 20m | DETAILS,2026-01-30T15:34:46.087657
2026-04-17,BKK,departure,07:30,URT Surat Thani,FD4212,FD,1h 25m,07:30 | Thai AirAsia | URT Surat Thani | FD4212 | 1h 25m | DETAILS,2026-01-30T15:34:46.199203
2026-04-17,BKK,departure,07:30,USM Koh Samui,PG121,PG,1h 5m,07:30 | Bangkok Airways | USM Koh Samui | PG121 | 1h 5m | DETAILS,2026-01-30T15:34:46.311472
2026-04-17,BKK,departure,07:30,HKT Phuket,TG201,TG,1h 30m,07:30 | Thai Airways | HKT Phuket | TG201 | 1h 30m | DETAILS,2026-01-30T15:34:46.405855
2026-04-17,BKK,departure,07:30,KTI Phnom Penh,TG586,TG,1h 20m,07:30 | Thai Airways | KTI Phnom Penh | TG586 | 1h 20m | DETAILS,2026-01-30T15:34:46.508530
2026-04-17,BKK,departure,07:30,PER Perth,TG481,TG,6h 35m,07:30 | Thai Airways | PER Perth | TG481 | 6h 35m | DETAILS,2026-01-30T15:34:46.616310
2026-04-17,BKK,departure,07:35,SGN Ho Chi Minh City,TG550,TG,1h 30m,07:35 | Thai Airways | SGN Ho Chi Minh City | TG550 | 1h 30m | DETAILS,2026-01-30T15:34:46.733729
2026-04-17,BKK,departure,07:35,DEL Delhi,TG323,TG,4h 30m,07:35 | Thai Airways | DEL Delhi | TG323 | 4h 30m | DETAILS,2026-01-30T15:34:46.838898
2026-04-17,BKK,departure,07:40,KBV Krabi,TG241,TG,1h 20m,07:40 | Thai Airways | KBV Krabi | TG241 | 1h 20m | DETAILS,2026-01-30T15:34:46.940176
2026-04-17,BKK,departure,07:40,CNX Chiang Mai,VZ114,VZ,1h 20m,07:40 | Vietjet Thailand | CNX Chiang Mai | VZ114 | 1h 20m | DETAILS,2026-01-30T15:34:47.054027
2026-04-17,BKK,departure,07:40,SAI Siem Reap,PG903,PG,1h 20m,07:40 | Bangkok Airways | SAI Siem Reap | PG903 | 1h 20m | DETAILS,2026-01-30T15:34:47.158385
2026-04-17,BKK,departure,07:45,HAN Hanoi,TG560,TG,1h 50m,07:45 | Thai Airways | HAN Hanoi | TG560 | 1h 50m | DETAILS,2026-01-30T15:34:47.253212
2026-04-17,BKK,departure,07:45,NRT Tokyo,TG676,TG,6h 10m,07:45 | Thai Airways | NRT Tokyo | TG676 | 6h 10m | DETAILS,2026-01-30T15:34:47.354173
2026-04-17,BKK,departure,07:45,CMB Colombo,UL403,UL,3h 20m,07:45 | SriLankan Airlines | CMB Colombo | UL403 | 3h 20m | DETAILS,2026-01-30T15:34:47.468627
2026-04-17,BKK,departure,07:50,KMG Kunming,MU9622,MU,2h 5m,07:50 | China Eastern | KMG Kunming | MU9622 | 2h 5m | DETAILS,2026-01-30T15:34:47.574365
2026-04-17,BKK,departure,07:55,HKT Phuket,FD4124,FD,1h 35m,07:55 | Thai AirAsia | HKT Phuket | FD4124 | 1h 35m | DETAILS,2026-01-30T15:34:47.677451
2026-04-17,BKK,departure,08:00,HKG Hong Kong,TG600,TG,2h 45m,08:00 | Thai Airways | HKG Hong Kong | TG600 | 2h 45m | DETAILS,2026-01-30T15:34:47.778034
2026-04-17,BKK,departure,08:00,ICN Seoul,TG652,TG,5h 25m,08:00 | Thai Airways | ICN Seoul | TG652 | 5h 25m | DETAILS,2026-01-30T15:34:47.873628
2026-04-17,BKK,departure,08:00,CNX Chiang Mai,PG215,PG,1h 20m,08:00 | Bangkok Airways | CNX Chiang Mai | PG215 | 1h 20m | DETAILS,2026-01-30T15:34:47.972651
2026-04-17,BKK,departure,08:00,CGK Jakarta,TG433,TG,3h 35m,08:00 | Thai Airways | CGK Jakarta | TG433 | 3h 35m | DETAILS,2026-01-30T15:34:48.067546
2026-04-17,BKK,departure,08:00,SIN Singapore,TG403,TG,2h 15m,08:00 | Thai Airways | SIN Singapore | TG403 | 2h 15m | DETAILS,2026-01-30T15:34:48.201192
2026-04-17,BKK,departure,08:05,HKG Hong Kong,CX700,CX,3h 5m,08:05 | Cathay Pacific | HKG Hong Kong | CX700 | 3h 5m | DETAILS,2026-01-30T15:34:48.322466
2026-04-17,BKK,departure,08:05,NRT Tokyo,JL708,JL,6h 10m,08:05 | JAL | NRT Tokyo | JL708 | 6h 10m | DETAILS,2026-01-30T15:34:48.405463
2026-04-17,BKK,departure,08:05,HKT Phuket,PG271,PG,1h 30m,08:05 | Bangkok Airways | HKT Phuket | PG271 | 1h 30m | DETAILS,2026-01-30T15:34:48.488808
2026-04-17,BKK,departure,08:05,CEI Chiang Rai,TG130,TG,1h 35m,08:05 | Thai Airways | CEI Chiang Rai | TG130 | 1h 35m | DETAILS,2026-01-30T15:34:48.575816
2026-04-17,BKK,departure,08:05,HKT Phuket,TG203,TG,1h 30m,08:05 | Thai Airways | HKT Phuket | TG203 | 1h 30m | DETAILS,2026-01-30T15:34:48.661520
2026-04-17,BKK,departure,08:10,TAS Tashkent,HY532,HY,7h 0m,08:10 | Uzbekistan Airways | TAS Tashkent | HY532 | 7h 0m | DETAILS,2026-01-30T15:34:48.740675
2026-04-17,BKK,departure,08:10,MEL Melbourne,TG461,TG,8h 50m,08:10 | Thai Airways | MEL Melbourne | TG461 | 8h 50m | DETAILS,2026-01-30T15:34:48.822416
2026-04-17,BKK,departure,08:10,USM Koh Samui,PG123,PG,1h 10m,08:10 | Bangkok Airways | USM Koh Samui | PG123 | 1h 10m | DETAILS,2026-01-30T15:34:48.910492
2026-04-17,BKK,departure,08:15,DAD Da Nang,VZ964,VZ,1h 40m,08:15 | Vietjet Thailand | DAD Da Nang | VZ964 | 1h 40m | DETAILS,2026-01-30T15:34:51.374488
2026-04-17,BKK,departure,08:15,TDX Trat,PG301,PG,1h 0m,08:15 | Bangkok Airways | TDX Trat | PG301 | 1h 0m | DETAILS,2026-01-30T15:34:51.466435
2026-04-17,BKK,departure,08:20,HKT Phuket,VZ300,VZ,1h 30m,08:20 | Vietjet Thailand | HKT Phuket | VZ300 | 1h 30m | DETAILS,2026-01-30T15:34:51.533603
2026-04-17,BKK,departure,08:20,CAN Guangzhou,CZ362,CZ,3h 0m,08:20 | China Southern | CAN Guangzhou | CZ362 | 3h 0m | DETAILS,2026-01-30T15:34:51.595626
2026-04-17,BKK,departure,08:20,KBV Krabi,FD4402,FD,1h 30m,08:20 | Thai AirAsia | KBV Krabi | FD4402 | 1h 30m | DETAILS,2026-01-30T15:34:51.657336
2026-04-17,BKK,departure,08:25,CNX Chiang Mai,FD4104,FD,1h 25m,08:25 | Thai AirAsia | CNX Chiang Mai | FD4104 | 1h 25m | DETAILS,2026-01-30T15:34:51.719424
2026-04-17,BKK,departure,08:25,KIX Osaka,TG672,TG,5h 30m,08:25 | Thai Airways | KIX Osaka | TG672 | 5h 30m | DETAILS,2026-01-30T15:34:51.785200
2026-04-17,BKK,departure,08:25,TPE Taipei,TG632,TG,3h 40m,08:25 | Thai Airways | TPE Taipei | TG632 | 3h 40m | DETAILS,2026-01-30T15:34:51.846504
2026-04-17,BKK,departure,08:30,UTH Udon Thani,VZ200,VZ,1h 10m,08:30 | Vietjet Thailand | UTH Udon Thani | VZ200 | 1h 10m | DETAILS,2026-01-30T15:34:51.910205
2026-04-17,BKK,departure,08:30,SYD Sydney,TG475,TG,9h 0m,08:30 | Thai Airways | SYD Sydney | TG475 | 9h 0m | DETAILS,2026-01-30T15:34:51.990374
2026-04-17,BKK,departure,08:40,DEL Delhi,AI2333,AI,4h 25m,08:40 | Air India | DEL Delhi | AI2333 | 4h 25m | DETAILS,2026-01-30T15:34:52.063488
2026-04-17,BKK,departure,08:40,KTI Phnom Penh,VZ720,VZ,1h 15m,08:40 | Vietjet Thailand | KTI Phnom Penh | VZ720 | 1h 15m | DETAILS,2026-01-30T15:34:52.125827
2026-04-17,BKK,departure,08:55,BOM Mumbai,6E1052,6E,4h 25m,08:55 | IndiGo | BOM Mumbai | 6E1052 | 4h 25m | DETAILS,2026-01-30T15:34:52.185578
2026-04-17,BKK,departure,08:55,SHJ Sharjah,G9822,G9,6h 25m,08:55 | Air Arabia | SHJ Sharjah | G9822 | 6h 25m | DETAILS,2026-01-30T15:34:52.252240
2026-04-17,BKK,departure,08:55,TPE Taipei,VZ568,VZ,3h 50m,08:55 | Vietjet Thailand | TPE Taipei | VZ568 | 3h 50m | DETAILS,2026-01-30T15:34:52.313337
2026-04-17,BKK,departure,09:00,MCT Muscat,WY818,WY,5h 50m,09:00 | Oman Air | MCT Muscat | WY818 | 5h 50m | DETAILS,2026-01-30T15:34:52.377031
2026-04-17,BKK,departure,09:05,KUL Kuala Lumpur,TG415,TG,2h 10m,09:05 | Thai Airways | KUL Kuala Lumpur | TG415 | 2h 10m | DETAILS,2026-01-30T15:34:52.443741
2026-04-17,BKK,departure,09:05,SIN Singapore,TR609,TR,2h 20m,09:05 | Scoot | SIN Singapore | TR609 | 2h 20m | DETAILS,2026-01-30T15:34:52.508507
2026-04-17,BKK,departure,09:05,DOH Doha,QR831,QR,6h 55m,09:05 | Qatar Airways | DOH Doha | QR831 | 6h 55m | DETAILS,2026-01-30T15:34:52.570557
2026-04-17,BKK,departure,09:15,JJN Jinjiang,AQ1436,AQ,2h 45m,09:15 | 9 Air | JJN Jinjiang | AQ1436 | 2h 45m | DETAILS,2026-01-30T15:34:52.636184
2026-04-17,BKK,departure,09:15,AUH Abu Dhabi,EY403,EY,6h 20m,09:15 | Etihad | AUH Abu Dhabi | EY403 | 6h 20m | DETAILS,2026-01-30T15:34:52.697268
2026-04-17,BKK,departure,09:15,USM Koh Samui,PG115,PG,1h 30m,09:15 | Bangkok Airways | USM Koh Samui | PG115 | 1h 30m | DETAILS,2026-01-30T15:34:52.758292
2026-04-17,BKK,departure,09:20,RGN Yangon,UB20,UB,1h 25m,09:20 | Myanmar National Airlines | RGN Yangon | UB20 | 1h 25m | DETAILS,2026-01-30T15:34:52.820121
2026-04-17,BKK,departure,09:20,MLE Male,PG711,PG,4h 25m,09:20 | Bangkok Airways | MLE Male | PG711 | 4h 25m | DETAILS,2026-01-30T15:34:52.885363
2026-04-17,BKK,departure,09:20,SIN Singapore,SQ705,SQ,2h 25m,09:20 | Singapore Airlines | SIN Singapore | SQ705 | 2h 25m | DETAILS,2026-01-30T15:34:52.945143
2026-04-17,BKK,departure,09:20,PQC Phu Quoc,VZ980,VZ,1h 20m,09:20 | Vietjet Thailand | PQC Phu Quoc | VZ980 | 1h 20m | DETAILS,2026-01-30T15:34:53.008251
2026-04-17,BKK,departure,09:25,MAA Chennai,6E1062,6E,3h 15m,09:25 | IndiGo | MAA Chennai | 6E1062 | 3h 15m | DETAILS,2026-01-30T15:34:53.072881
2026-04-17,BKK,departure,09:30,HKT Phuket,TG205,TG,1h 30m,09:30 | Thai Airways | HKT Phuket | TG205 | 1h 30m | DETAILS,2026-01-30T15:34:53.133538
