date,origin_group,dep_airport,arr_airport,destination,airline,airline_code,dep_time,arr_time,duration,stops,price_value,price_text,scraped_at,source
2026-02-16,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,2259,"฿2,259",2026-01-26 9:36:14,airpaz.com
2026-02-16,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,2402,"฿2,402",2026-01-26 9:36:14,airpaz.com
2026-02-16,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,2451,"฿2,451",2026-01-26 9:36:14,airpaz.com
2026-02-16,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,2874,"฿2,874",2026-01-26 9:36:14,airpaz.com
2026-02-17,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1259,"฿1,259",2026-01-26 9:36:43,airpaz.com
2026-02-17,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1287,"฿1,287",2026-01-26 9:36:43,airpaz.com
2026-02-17,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1297,"฿1,297",2026-01-26 9:36:43,airpaz.com
2026-02-17,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1449,"฿1,449",2026-01-26 9:36:43,airpaz.com
2026-02-17,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1826,"฿1,826",2026-01-26 9:36:43,airpaz.com
2026-02-18,BKKA,DMK,TST,TST,Thai Lion Air,SL,8:05,9:30,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:37:12,airpaz.com
2026-02-18,BKKA,DMK,TST,TST,Thai AirAsia,FD,7:50,9:20,1ชม.30นาที,Direct,1297,"฿1,297",2026-01-26 9:37:12,airpaz.com
2026-02-18,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1734,"฿1,734",2026-01-26 9:37:12,airpaz.com
2026-02-18,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1826,"฿1,826",2026-01-26 9:37:12,airpaz.com
2026-02-18,BKKA,DMK,TST,TST,Thai AirAsia,FD,17:40,19:05,1ชม.25นาที,Direct,1927,"฿1,927",2026-01-26 9:37:12,airpaz.com
2026-02-19,BKKA,DMK,TST,TST,Thai Lion Air,SL,15:30,16:55,1ชม.25นาที,Direct,1069,"฿1,069",2026-01-26 9:37:41,airpaz.com
2026-02-19,BKKA,DMK,TST,TST,Nok Air,DD,12:40,14:10,1ชม.30นาที,Direct,1249,"฿1,249",2026-01-26 9:37:41,airpaz.com
